mean,mean_se,mean_ci_lower,mean_ci_upper,ticker,date
18.70961574152307,0.31786108373805694,18.086619465309607,19.332612017736533,TSLA,2023-07-25
18.697143163882373,0.3685150083895444,17.974867019676392,19.419419308088354,TSLA,2023-07-26
18.689660680825455,0.38741822007456383,17.930334922524697,19.448986439126212,TSLA,2023-07-27
18.684721215218644,0.39671037524176256,17.907183167451418,19.46225926298587,TSLA,2023-07-28
18.681082118564095,0.40246364077250446,17.89226787756312,19.46989635956507,TSLA,2023-07-31
18.678112327136752,0.4067218911302133,17.880952068797512,19.47527258547599,TSLA,2023-08-01
18.6754913280084,0.41027553859933785,17.871366048615922,19.479616607400875,TSLA,2023-08-02
18.673056300155746,0.4134634319852108,17.862682864540407,19.483429735771086,TSLA,2023-08-03
18.670724495841323,0.4164415490214719,17.854514058093166,19.48693493358948,TSLA,2023-08-04
18.668453827463956,0.4192851778469609,17.84666997963244,19.49023767529547,TSLA,2023-08-07
18.666222854364204,0.42203195859580306,17.83905541519153,19.493390293536876,TSLA,2023-08-08
18.6640206205296,0.4247013653226892,17.831621240312142,19.49642000074706,TSLA,2023-08-09
18.661841494385154,0.42730392859924293,17.824341183878165,19.499341804892143,TSLA,2023-08-10
18.659682548540246,0.4298457159432623,17.817200426382616,19.502164670697876,TSLA,2023-08-11
18.657542229273467,0.43233054022572465,17.8101899410143,19.504894517532634,TSLA,2023-08-14
18.655419680919948,0.4347610573306731,17.803303666671276,19.50753569516862,TSLA,2023-08-15
18.65331440280485,0.4371393147755751,17.796537089618205,19.510091715991493,TSLA,2023-08-16
18.651226075036956,0.43946702729688414,17.789886529142183,19.512565620931728,TSLA,2023-08-17
18.64915447004605,0.44174571617609115,17.78334877601606,19.51496016407604,TSLA,2023-08-18
18.647099407659244,0.44397678039712934,17.77692090810882,19.517277907209667,TSLA,2023-08-21
18.645060732285522,0.446161533619834,17.77060019510349,19.519521269467553,TSLA,2023-08-22
18.643038301326424,0.4483012239583942,17.764384048142748,19.5216925545101,TSLA,2023-08-23
18.64103197928717,0.45039704506784517,17.75826999221093,19.52379396636341,TSLA,2023-08-24
18.63904163478237,0.45245014279976464,17.752255650094828,19.52582761946991,TSLA,2023-08-25
18.6370671390116,0.4544616195662396,17.746338732306025,19.527795545717172,TSLA,2023-08-28
18.63510836498134,0.4564325374888181,17.740517030131027,19.52969969983165,TSLA,2023-08-29
18.63316518710598,0.4583639208769232,17.734788410374644,19.531541963837316,TSLA,2023-08-30
18.6312374810013,0.4602567583132685,17.729150811066138,19.533324150936462,TSLA,2023-08-31
18.629325123375725,0.46211200448971684,17.723602237752267,19.535048008999183,TSLA,2023-09-01
18.627427991971278,0.4639305818694596,17.718140760180425,19.53671522376213,TSLA,2023-09-04
18.625545965529778,0.46571338221720043,17.712764509265728,19.538327421793827,TSLA,2023-09-05
18.623678923771898,0.4674612680215682,17.7074716742822,19.539886173261596,TSLA,2023-09-06
18.621826747382762,0.4691750738249473,17.702260500241945,19.54139299452358,TSLA,2023-09-07
18.61998931800095,0.47085560747112404,17.69712928543882,19.54284935056308,TSLA,2023-09-08
18.618166518209172,0.4725036512785094,17.69207637913962,19.544256657278723,TSLA,2023-09-11
18.61635823152591,0.47411996314516186,17.687100179409935,19.545616283641888,TSLA,2023-09-12
18.614564342397525,0.47570527759087483,17.682199131063783,19.546929553731268,TSLA,2023-09-13
18.612784736190633,0.4772603067409315,17.67737172372787,19.548197748653397,TSLA,2023-09-14
18.611019299184694,0.47878574125564566,17.672616490012317,19.54942210835707,TSLA,2023-09-15
18.609267918564647,0.48028225120941503,17.667932003780376,19.55060383334892,TSLA,2023-09-18
18.607530482413715,0.48175048692269135,17.663316878510607,19.551744086316823,TSLA,2023-09-19
18.6058068797062,0.48319107974998743,17.658769765745205,19.552843993667196,TSLA,2023-09-20
18.604097000300403,0.48460464282679183,17.654289353618996,19.55390464698181,TSLA,2023-09-21
18.602400734931575,0.4859917717780371,17.649874365463813,19.554927104399336,TSLA,2023-09-22
18.600717975204933,0.48735304539056756,17.645523558483507,19.55591239192636,TSLA,2023-09-25
18.59904861358874,0.48868902625186345,17.641235722495136,19.55686150468234,TSLA,2023-09-26
18.59739254340741,0.4900002613571164,17.637009678732248,19.55777540808257,TSLA,2023-09-27
18.59574965883472,0.49128728268659233,17.63284427870645,19.55865503896299,TSLA,2023-09-28
18.59411985488703,0.4925506077550806,17.628738403123755,19.559501306650304,TSLA,2023-09-29
18.59250302741658,0.4937907401350989,17.62469096085241,19.56031509398075,TSLA,2023-10-02
18.59089907310483,0.4950081699554055,17.62070088793915,19.561097258270507,TSLA,2023-10-03
18.589307889455863,0.4962033743762603,17.616767146671148,19.56184863224058,TSLA,2023-10-04
18.58772937478983,0.4973768180427789,17.612888724680854,19.562570024898807,TSLA,2023-10-05
18.586163428236468,0.49852895351763044,17.60906463409147,19.563262222381464,TSLA,2023-10-06
18.58460994972862,0.4996602216942455,17.6052939107006,19.56392598875664,TSLA,2023-10-09
18.583068839995878,0.5007710521916227,17.60157561320007,19.564562066791687,TSLA,2023-10-10
18.581540000558224,0.5018618637317495,17.597908822429847,19.5651711786866,TSLA,2023-10-11
18.58002333371973,0.5029330645005902,17.594292640664214,19.565754026775245,TSLA,2023-10-12
18.578518742562323,0.5039850524935243,17.590726190928486,19.56631129419616,TSLA,2023-10-13
18.577026130939593,0.5050182158460711,17.58720861634462,19.56684364553457,TSLA,2023-10-16
18.575545403470645,0.5060329331506763,17.583739079504156,19.567351727437135,TSLA,2023-10-17
18.574076465534006,0.5070295737602926,17.580316761867138,19.567836169200874,TSLA,2023-10-18
18.572619223261576,0.5080084980794355,17.576940863185598,19.568297583337554,TSLA,2023-10-19
18.571173583532634,0.5089700578433595,17.57361060095038,19.568736566114886,TSLA,2023-10-20
18.569739453967884,0.5099145963859558,17.570325209860133,19.569153698075635,TSLA,2023-10-23
18.568316742923553,0.5108424488969395,17.56708394131131,19.569549544535796,TSLA,2023-10-24
18.56690535948553,0.5117539426688571,17.563886062908196,19.569924656062867,TSLA,2023-10-25
18.565505213463574,0.5126493973344172,17.560730857991953,19.570279568935195,TSLA,2023-10-26
18.564116215385518,0.5135291250946161,17.557617625187707,19.57061480558333,TSLA,2023-10-27
18.562738276491586,0.5143934309381026,17.554545677968914,19.57093087501426,TSLA,2023-10-30
18.561371308728706,0.5152426128521999,17.55151434423808,19.571228273219333,TSLA,2023-10-31
18.560015224744873,0.5160769620259806,17.548522965923105,19.57150748356664,TSLA,2023-11-01
18.55866993788359,0.5168967630457685,17.54557089858855,19.57176897717863,TSLA,2023-11-02
18.557335362178307,0.5177022940834165,17.542657511061048,19.572013213295566,TSLA,2023-11-03
18.556011412346944,0.5184938270776954,17.539782185068322,19.572240639625566,TSLA,2023-11-06
18.554698003786434,0.5192716279091066,17.5369443148911,19.572451692681767,TSLA,2023-11-07
18.55339505256732,0.5200359565684158,17.534143307027392,19.57264679810725,TSLA,2023-11-08
18.55210247542839,0.5207870673191892,17.531378579868544,19.57282637098824,TSLA,2023-11-09
18.55082018977136,0.5215252088545977,17.52864956338662,19.572990816156103,TSLA,2023-11-10
18.549548113655586,0.5222506244487412,17.5259556988325,19.57314052847867,TSLA,2023-11-13
18.54828616579283,0.5229635521027314,17.52329643844434,19.57327589314132,TSLA,2023-11-14
18.547034265542088,0.5236642246857605,17.520671245165907,19.57339728591827,TSLA,2023-11-15
18.545792332904405,0.5243528700713687,17.518079592374313,19.573505073434497,TSLA,2023-11-16
18.544560288517772,0.5250297112691151,17.515520963616844,19.5735996134187,TSLA,2023-11-17
18.543338053652075,0.525694966551845,17.51299485235647,19.57368125494768,TSLA,2023-11-20
18.542125550204034,0.5263488495787375,17.510500761725616,19.57375033868245,TSLA,2023-11-21
18.54092270069223,0.5269915695143065,17.508038204287956,19.573807197096507,TSLA,2023-11-22
18.53972942825216,0.5276233311435231,17.505606701807803,19.573852154696514,TSLA,2023-11-23
18.5385456566313,0.5282443349832148,17.503205785026886,19.573885528235714,TSLA,2023-11-24
18.53737131018426,0.5288547773898922,17.500834993448123,19.573907626920395,TSLA,2023-11-27
18.536206313867922,0.5294548506641467,17.49849387512616,19.573918752609682,TSLA,2023-11-28
18.535050593236683,0.5300447431517537,17.496181986464464,19.573919200008902,TSLA,2023-11-29
18.533904074437654,0.5306246393416113,17.49389889201854,19.57390925685677,TSLA,2023-11-30
18.53276668420597,0.5311947199606385,17.491644164305278,19.573889204106663,TSLA,2023-12-01
18.531638349860106,0.5317551620657494,17.48941738361798,19.573859316102233,TSLA,2023-12-04
18.530518999297215,0.532306139133015,17.487218137846938,19.57381986074749,TSLA,2023-12-05
18.52940856098854,0.5328478211441227,17.48504602230542,19.57377109967166,TSLA,2023-12-06
18.528306963974828,0.5333803746702297,17.482900639560697,19.57371328838896,TSLA,2023-12-07
18.52721413786181,0.5339039629533149,17.480781599270106,19.573646676453517,TSLA,2023-12-08
18.526130012815692,0.5344187459851157,17.478688518021805,19.57357150760958,TSLA,2023-12-11
18.525054519558694,0.5349248805837439,17.476621019180165,19.573488019937223,TSLA,2023-12-12
18.52398758936463,0.5354225204680604,17.474578732735573,19.573396445993687,TSLA,2023-12-13
18.522929154054502,0.5359118163298953,17.472561295158464,19.57329701295054,TSLA,2023-12-14
18.52187914599216,0.5363929159041876,17.47056834925753,19.57318994272679,TSLA,2023-12-15
18.52083749807997,0.5368659640371191,17.46859954404184,19.5730754521181,TSLA,2023-12-18
18.51980414375453,0.5373311027523149,17.4666545345868,19.57295375292226,TSLA,2023-12-19
18.518779016982414,0.5377884713151778,17.464732981903815,19.572825052061013,TSLA,2023-12-20
18.517762052255947,0.5382382062954211,17.462834552813483,19.57268955169841,TSLA,2023-12-21
18.516753184589035,0.5386804416278634,17.460958919822293,19.572547449355778,TSLA,2023-12-22
18.515752349512997,0.5391153086715454,17.459105761002576,19.57239893802342,TSLA,2023-12-25
18.514759483072453,0.5395429362672237,17.457274759875705,19.5722442062692,TSLA,2023-12-26
18.51377452182123,0.5399634507933004,17.455465605298397,19.572083438344063,TSLA,2023-12-27
18.512797402818318,0.5403769762202375,17.453677991351995,19.57191681428464,TSLA,2023-12-28
18.511828063623845,0.5407836341635086,17.451911617234686,19.571744510013005,TSLA,2023-12-29
18.510866442295075,0.5411835439351372,17.450166187156455,19.571566697433695,TSLA,2024-01-01
18.509912477382468,0.5415768225938657,17.448441410236853,19.571383544528082,TSLA,2024-01-02
18.50896610792574,0.5419635849940027,17.44673700040528,19.5711952154462,TSLA,2024-01-03
